id_entrevista,regiao,uf,sexo,idade,cor_raca,religiao,escolaridade,confianca_governo,confianca_judiciario,economia_12meses,voto_2t
740,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Superior,4,4,Igual,1
741,Norte,Acre,Masculino,60 anos ou mais,Parda,Católica,Fundamental,4,4,Não sabe,1
742,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Católica,Fundamental,2,Não sabe,Muito pior,Não votou
743,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Católica,Médio,1,2,Igual,2
744,Nordeste,Pernambuco,Masculino,35 a 44 anos,Parda,Católica,Superior,1,1,Igual,2
745,Norte,Pará,Feminino,25 a 34 anos,Parda,Católica,Fundamental,2,1,Muito pior,Não votou
746,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,3,3,Pouco pior,2
747,Nordeste,Ceará,Feminino,25 a 34 anos,Parda,Católica,Médio,2,2,Muito pior,2
748,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Católica,Superior,1,3,Pouco melhor,1
749,Nordeste,Rio Grande Do Norte,Masculino,35 a 44 anos,Preta,Evangélica,Fundamental,2,4,Muito melhor,1
750,Sul,Santa Catarina,Masculino,25 a 34 anos,Branca,Católica,Fundamental,3,3,Pouco pior,Não votou
751,Nordeste,Alagoas,Masculino,25 a 34 anos,Parda,Católica,Médio,3,1,Muito pior,2
752,Norte,Pará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,1,1,Muito melhor,1
753,Sul,Santa Catarina,Feminino,35 a 44 anos,Branca,Evangélica,Médio,3,2,Muito melhor,1
754,Sul,Paraná,Masculino,18 a 24 anos,Branca,Não Tem Religião,Superior,2,2,Pouco melhor,2
755,Nordeste,Piauí,Feminino,25 a 34 anos,Preta,Católica,Fundamental,1,3,Pouco melhor,2
756,Nordeste,Alagoas,Masculino,25 a 34 anos,Branca,Não Tem Religião,Fundamental,3,3,Muito pior,2
757,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Preta,Evangélica,Médio,4,4,Não sabe,1
758,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Branca,Evangélica,Médio,3,3,Muito pior,2
759,Nordeste,Rio Grande Do Norte,Masculino,45 a 59 anos,Outras,Evangélica,Fundamental,1,1,Pouco melhor,2
760,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Evangélica,Médio,3,2,Pouco melhor,1
761,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Evangélica,Médio,3,2,Pouco pior,1
762,Sudeste,Rio De Janeiro,Masculino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Pouco pior,Não votou
763,Nordeste,Alagoas,Feminino,25 a 34 anos,Parda,Católica,Fundamental,3,1,Pouco pior,2
764,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Católica,Médio,3,4,Pouco melhor,1
765,Sul,Paraná,Masculino,16 e 17 anos,Parda,Não Tem Religião,Médio,3,3,Igual,2
766,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Não Tem Religião,Médio,3,3,Pouco melhor,4
767,Nordeste,Pernambuco,Feminino,18 a 24 anos,Parda,Católica,Médio,1,1,Muito melhor,2
768,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Preta,Não Tem Religião,Superior,3,3,Pouco pior,Não votou
769,Sul,Paraná,Feminino,35 a 44 anos,Parda,Evangélica,Médio,2,3,Pouco melhor,Não votou
770,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Católica,Fundamental,2,3,Pouco melhor,1
771,Nordeste,Pernambuco,Feminino,45 a 59 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,1
772,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Superior,4,3,Pouco pior,2
773,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Superior,2,3,Pouco melhor,1
774,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Fundamental,1,1,Igual,2
775,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Evangélica,Fundamental,1,4,Pouco melhor,1
776,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Católica,Superior,3,3,Pouco melhor,1
777,Sudeste,Rio De Janeiro,Feminino,45 a 59 anos,Preta,Evangélica,Fundamental,1,2,Muito pior,1
778,Nordeste,Maranhão,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,1,3,Muito pior,2
779,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,2,2,Não sabe,Não votou
780,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,"Espírita Kardecista, Espiritualista",Fundamental,3,1,Muito melhor,1
781,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Branca,Evangélica,Médio,1,4,Muito melhor,1
782,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Não Tem Religião,Fundamental,3,3,Pouco melhor,1
783,Sul,Paraná,Feminino,18 a 24 anos,Branca,Católica,Fundamental,1,1,Pouco pior,2
784,Norte,Tocantins,Feminino,45 a 59 anos,Preta,Católica,Médio,3,1,Muito pior,2
785,Sul,Santa Catarina,Feminino,35 a 44 anos,Preta,Católica,Fundamental,4,3,Muito pior,2
786,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,3,Muito pior,Não votou
787,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,"Espírita Kardecista, Espiritualista",Superior,2,2,Muito pior,2
788,Nordeste,Alagoas,Feminino,35 a 44 anos,Parda,Umbanda,Médio,3,1,Pouco pior,1
789,Norte,Pará,Feminino,35 a 44 anos,Parda,Católica,Médio,3,1,Pouco melhor,2
790,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Parda,Evangélica,Superior,2,3,Muito melhor,1
791,Sudeste,Rio De Janeiro,Masculino,35 a 44 anos,Parda,Evangélica,Superior,1,2,Muito melhor,1
792,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Fundamental,1,3,Igual,2
793,Nordeste,Piauí,Masculino,18 a 24 anos,Parda,Católica,Médio,3,2,Pouco melhor,3
794,Centro-Oeste,Goiás,Feminino,35 a 44 anos,Branca,Católica,Superior,4,3,Muito melhor,1
795,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Parda,Católica,Fundamental,1,1,Pouco pior,2
796,Nordeste,Bahia,Masculino,25 a 34 anos,Branca,Católica,Médio,2,4,Pouco pior,2
797,Nordeste,Alagoas,Masculino,45 a 59 anos,Parda,Católica,Fundamental,3,4,Muito melhor,1
798,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Branca,Católica,Fundamental,2,4,Muito melhor,1
799,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Não Tem Religião,Fundamental,3,4,Não sabe,6
800,Nordeste,Maranhão,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,1,2,Muito melhor,1
801,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Branca,Católica,Médio,1,2,Pouco melhor,Não votou
802,Nordeste,Piauí,Feminino,18 a 24 anos,Parda,Católica,Médio,1,1,Pouco pior,2
803,Sul,Paraná,Masculino,25 a 34 anos,Parda,Católica,Médio,2,3,Muito melhor,1
804,Nordeste,Maranhão,Masculino,35 a 44 anos,Parda,Católica,Médio,3,1,Pouco pior,2
805,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,Evangélica,Médio,1,3,Muito melhor,1
806,Centro-Oeste,Mato Grosso,Feminino,18 a 24 anos,Parda,Não Respondeu,Médio,1,1,Não sabe,6
807,Centro-Oeste,Mato Grosso Do Sul,Feminino,35 a 44 anos,Preta,Evangélica,Médio,4,1,Igual,Não votou
808,Nordeste,Bahia,Masculino,60 anos ou mais,Branca,Não Tem Religião,Fundamental,2,3,Pouco pior,2
809,Sudeste,Minas Gerais,Masculino,45 a 59 anos,Preta,Católica,Fundamental,3,2,Muito pior,2
810,Sudeste,São Paulo,Masculino,18 a 24 anos,Parda,Não Tem Religião,Fundamental,3,4,Igual,1
811,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Fundamental,3,3,Muito pior,Não votou
812,Norte,Tocantins,Masculino,35 a 44 anos,Parda,Não Tem Religião,Superior,3,3,Pouco melhor,2
813,Sudeste,Minas Gerais,Feminino,25 a 34 anos,Preta,Evangélica,Médio,3,3,Pouco pior,2
814,Nordeste,Bahia,Masculino,18 a 24 anos,Preta,Não Tem Religião,Fundamental,4,4,Muito pior,3
815,Sul,Rio Grande Do Sul,Feminino,45 a 59 anos,Branca,Não Tem Religião,Superior,4,1,Muito pior,2
816,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Médio,4,3,Igual,Não votou
817,Nordeste,Bahia,Feminino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Muito melhor,1
818,Nordeste,Paraíba,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Igual,Não votou
819,Norte,Tocantins,Feminino,45 a 59 anos,Outras,Evangélica,Fundamental,4,1,Muito melhor,Não votou
820,Nordeste,Alagoas,Feminino,45 a 59 anos,Outras,Evangélica,Fundamental,4,1,Muito melhor,2
821,Nordeste,Ceará,Masculino,60 anos ou mais,Outras,Evangélica,Fundamental,3,3,Muito pior,1
822,Nordeste,Maranhão,Masculino,25 a 34 anos,Parda,Católica,Médio,2,1,Muito melhor,1
823,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,2,Igual,Não votou
824,Sul,Santa Catarina,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,1,Muito pior,2
825,Sudeste,São Paulo,Masculino,25 a 34 anos,Preta,Evangélica,Superior,2,1,Pouco melhor,1
826,Sudeste,Rio De Janeiro,Masculino,18 a 24 anos,Preta,Evangélica,Superior,1,3,Muito melhor,Não votou
827,Norte,Pará,Feminino,25 a 34 anos,Parda,Católica,Médio,3,3,Pouco pior,2
828,Nordeste,Bahia,Feminino,25 a 34 anos,Preta,Evangélica,Fundamental,2,3,Pouco pior,2
829,Nordeste,Ceará,Masculino,35 a 44 anos,Parda,Católica,Fundamental,1,3,Muito pior,2
830,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Médio,2,2,Igual,1
831,Norte,Amazonas,Masculino,35 a 44 anos,Parda,Católica,Médio,1,1,Muito pior,2
832,Sudeste,Rio De Janeiro,Feminino,60 anos ou mais,Parda,Católica,Médio,3,3,Pouco pior,1
833,Sudeste,São Paulo,Feminino,25 a 34 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,3,2,Pouco pior,2
834,Centro-Oeste,Mato Grosso Do Sul,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,3,Pouco melhor,Não votou
835,Nordeste,Maranhão,Feminino,45 a 59 anos,Branca,Evangélica,Superior,3,3,Pouco melhor,4
836,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Parda,Católica,Médio,2,2,Pouco pior,1
837,Sudeste,Espírito Santo,Masculino,45 a 59 anos,Branca,Católica,Superior,3,3,Pouco melhor,1
838,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Parda,Católica,Médio,2,2,Muito melhor,1
839,Centro-Oeste,Mato Grosso Do Sul,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Pouco pior,4
840,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Católica,Médio,2,3,Igual,Não votou
841,Nordeste,Bahia,Feminino,45 a 59 anos,Preta,Católica,Médio,3,2,Muito pior,2
842,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Superior,2,2,Muito pior,2
843,Norte,Pará,Masculino,25 a 34 anos,Parda,Evangélica,Médio,3,3,Pouco pior,Não votou
844,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Evangélica,Médio,3,3,Igual,4
845,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Evangélica,Médio,2,3,Pouco melhor,1
846,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Médio,2,3,Pouco melhor,1
847,Sul,Paraná,Masculino,18 a 24 anos,Parda,Evangélica,Médio,2,2,Muito melhor,1
848,Sul,Santa Catarina,Masculino,60 anos ou mais,Branca,Católica,Médio,1,4,Muito melhor,1
849,Sudeste,Espírito Santo,Feminino,18 a 24 anos,Branca,Evangélica,Superior,3,4,Pouco melhor,1
850,Sul,Santa Catarina,Masculino,25 a 34 anos,Parda,Católica,Médio,2,2,Pouco pior,Não votou
851,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Parda,Católica,Superior,2,3,Muito melhor,1
852,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Não Tem Religião,Médio,3,2,Pouco pior,Não votou
853,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Não Tem Religião,Fundamental,3,3,Muito melhor,Não votou
854,Sul,Rio Grande Do Sul,Feminino,45 a 59 anos,Preta,Evangélica,Fundamental,3,3,Muito melhor,1
855,Sudeste,São Paulo,Masculino,35 a 44 anos,Branca,Evangélica,Médio,1,3,Pouco melhor,1
856,Nordeste,Ceará,Feminino,18 a 24 anos,Parda,Católica,Médio,3,4,Muito pior,Não votou
857,Sul,Santa Catarina,Masculino,45 a 59 anos,Branca,Católica,Superior,2,2,Não sabe,1
858,Nordeste,Rio Grande Do Norte,Masculino,35 a 44 anos,Parda,Católica,Fundamental,3,3,Igual,2
859,Centro-Oeste,Goiás,Masculino,45 a 59 anos,Branca,Católica,Fundamental,1,3,Muito melhor,1
860,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Parda,Católica,Fundamental,4,3,Pouco melhor,2
861,Norte,Amapá,Feminino,25 a 34 anos,Parda,É Ateu/Agnóstico/ Não Acredita Em Deus,Superior,2,Não sabe,Pouco melhor,1
862,Sudeste,São Paulo,Masculino,60 anos ou mais,Preta,Umbanda,Superior,1,1,Igual,2
863,Nordeste,Alagoas,Masculino,25 a 34 anos,Preta,Evangélica,Fundamental,3,1,Pouco melhor,3
864,Sul,Paraná,Feminino,35 a 44 anos,Branca,Católica,Fundamental,3,3,Muito pior,Não votou
865,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Não Tem Religião,Médio,2,1,Igual,2
866,Nordeste,Maranhão,Feminino,18 a 24 anos,Parda,Católica,Médio,3,1,Igual,2
867,Nordeste,Pernambuco,Masculino,35 a 44 anos,Parda,Católica,Médio,1,4,Pouco melhor,1
868,Nordeste,Bahia,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,4,4,Muito pior,6
869,Sul,Santa Catarina,Feminino,35 a 44 anos,Branca,Não Tem Religião,Médio,3,1,Pouco melhor,1
870,Sudeste,Rio De Janeiro,Feminino,25 a 34 anos,Preta,Católica,Superior,3,3,Igual,2
871,Sudeste,Rio De Janeiro,Feminino,18 a 24 anos,Parda,Não Tem Religião,Superior,3,1,Muito melhor,1
872,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Católica,Médio,3,1,Muito pior,1
873,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Católica,Superior,2,2,Igual,2
874,Norte,Tocantins,Feminino,35 a 44 anos,Branca,Não Tem Religião,Superior,1,2,Muito pior,2
875,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Evangélica,Médio,1,4,Muito melhor,1
876,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Fundamental,3,3,Pouco melhor,Não votou
877,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,3,Pouco melhor,Não votou
878,Sudeste,Minas Gerais,Masculino,25 a 34 anos,Branca,Católica,Superior,3,1,Muito pior,2
879,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Católica,Médio,3,3,Muito melhor,1
880,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Parda,Católica,Médio,4,4,Muito pior,Não votou
881,Sudeste,São Paulo,Feminino,60 anos ou mais,Preta,Católica,Fundamental,3,3,Pouco pior,2
882,Sudeste,São Paulo,Masculino,45 a 59 anos,Parda,Não Tem Religião,Fundamental,1,1,Muito melhor,1
883,Sul,Rio Grande Do Sul,Feminino,35 a 44 anos,Preta,Católica,Médio,3,4,Muito pior,6
884,Sudeste,São Paulo,Feminino,35 a 44 anos,Parda,Católica,Médio,4,2,Igual,1
885,Nordeste,Piauí,Masculino,60 anos ou mais,Outras,Não Tem Religião,Fundamental,4,3,Muito pior,2
886,Sudeste,São Paulo,Feminino,35 a 44 anos,Branca,Evangélica,Superior,4,2,Pouco pior,6
887,Sudeste,São Paulo,Masculino,45 a 59 anos,Preta,Católica,Médio,4,3,Pouco pior,2
888,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,Evangélica,Superior,2,1,Não respondeu,5
889,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Branca,Católica,Médio,2,1,Pouco melhor,1
890,Sudeste,São Paulo,Feminino,18 a 24 anos,Preta,Evangélica,Fundamental,3,3,Igual,2
891,Centro-Oeste,Distrito Federal,Feminino,60 anos ou mais,Parda,Evangélica,Superior,2,2,Pouco pior,2
892,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Católica,Fundamental,3,2,Muito melhor,Não votou
893,Nordeste,Bahia,Feminino,18 a 24 anos,Parda,Católica,Fundamental,2,2,Pouco pior,Não votou
894,Centro-Oeste,Distrito Federal,Masculino,25 a 34 anos,Parda,Evangélica,Fundamental,4,3,Pouco pior,2
895,Nordeste,Paraíba,Feminino,60 anos ou mais,Branca,Evangélica,Médio,2,2,Pouco melhor,1
896,Nordeste,Ceará,Masculino,18 a 24 anos,Parda,Evangélica,Médio,3,2,Igual,1
897,Sudeste,Minas Gerais,Masculino,60 anos ou mais,Outras,Católica,Fundamental,2,3,Muito pior,2
898,Nordeste,Piauí,Feminino,35 a 44 anos,Parda,Católica,Médio,4,4,Pouco melhor,1
899,Nordeste,Pernambuco,Feminino,45 a 59 anos,Branca,Evangélica,Médio,4,4,Muito pior,2
900,Sul,Paraná,Feminino,35 a 44 anos,Preta,Católica,Médio,3,3,Pouco melhor,2
901,Nordeste,Alagoas,Feminino,18 a 24 anos,Branca,Católica,Superior,3,2,Pouco pior,2
902,Centro-Oeste,Mato Grosso,Masculino,18 a 24 anos,Branca,"Espírita Kardecista, Espiritualista",Superior,4,3,Muito pior,2
903,Norte,Pará,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,3,Muito pior,2
904,Norte,Pará,Feminino,45 a 59 anos,Parda,Católica,Médio,Não sabe,4,Pouco melhor,1
905,Centro-Oeste,Goiás,Feminino,25 a 34 anos,Branca,Católica,Superior,1,Não sabe,Igual,1
906,Nordeste,Bahia,Masculino,60 anos ou mais,Preta,Católica,Fundamental,1,2,Muito pior,Não votou
907,Nordeste,Rio Grande Do Norte,Feminino,18 a 24 anos,Parda,Católica,Superior,2,3,Pouco pior,2
908,Nordeste,Piauí,Masculino,45 a 59 anos,Outras,Católica,Fundamental,3,1,Pouco melhor,2
909,Nordeste,Bahia,Masculino,35 a 44 anos,Parda,Católica,Fundamental,3,1,Pouco melhor,2
910,Norte,Roraima,Masculino,35 a 44 anos,Preta,Evangélica,Fundamental,3,3,Não sabe,2
911,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Preta,Católica,Médio,3,3,Pouco pior,2
912,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Evangélica,Fundamental,3,2,Muito melhor,1
913,Norte,Amapá,Masculino,35 a 44 anos,Branca,Católica,Médio,3,2,Muito pior,1
914,Nordeste,Ceará,Masculino,25 a 34 anos,Parda,Não Tem Religião,Médio,3,1,Muito pior,2
915,Nordeste,Ceará,Feminino,60 anos ou mais,Preta,Evangélica,Fundamental,1,1,Muito melhor,2
916,Sudeste,Rio De Janeiro,Feminino,35 a 44 anos,Branca,Evangélica,Superior,1,1,Pouco melhor,1
917,Nordeste,Alagoas,Masculino,35 a 44 anos,Preta,Católica,Médio,1,4,Muito melhor,1
918,Norte,Amazonas,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,3,2,Pouco melhor,1
919,Sul,Paraná,Masculino,25 a 34 anos,Branca,Católica,Médio,3,2,Pouco melhor,1
920,Sul,Paraná,Feminino,25 a 34 anos,Parda,Evangélica,Fundamental,2,2,Igual,1
921,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Superior,4,2,Igual,3
922,Centro-Oeste,Goiás,Masculino,35 a 44 anos,Outras,Evangélica,Médio,3,3,Pouco melhor,Não votou
923,Centro-Oeste,Mato Grosso,Masculino,45 a 59 anos,Branca,Evangélica,Superior,1,3,Muito melhor,Não votou
924,Sul,Rio Grande Do Sul,Feminino,35 a 44 anos,Branca,Evangélica,Superior,2,2,Pouco pior,2
925,Sudeste,São Paulo,Feminino,25 a 34 anos,Parda,Católica,Superior,2,3,Pouco pior,6
926,Nordeste,Bahia,Feminino,25 a 34 anos,Preta,Não Tem Religião,Médio,4,4,Pouco pior,2
927,Sudeste,São Paulo,Masculino,25 a 34 anos,Parda,Evangélica,Médio,4,2,Pouco melhor,4
928,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Evangélica,Fundamental,3,2,Muito pior,2
929,Sul,Paraná,Masculino,60 anos ou mais,Branca,Católica,Fundamental,1,4,Muito melhor,1
930,Nordeste,Rio Grande Do Norte,Masculino,25 a 34 anos,Outras,Católica,Superior,3,3,Pouco pior,2
931,Nordeste,Rio Grande Do Norte,Feminino,18 a 24 anos,Parda,Evangélica,Médio,3,3,Pouco melhor,1
932,Nordeste,Piauí,Feminino,60 anos ou mais,Branca,Católica,Fundamental,3,4,Pouco pior,2
933,Sul,Rio Grande Do Sul,Masculino,18 a 24 anos,Parda,Cristão,Médio,3,2,Pouco melhor,1
934,Norte,Amapá,Feminino,60 anos ou mais,Branca,Não Tem Religião,Fundamental,4,4,Muito pior,2
935,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Evangélica,Superior,4,3,Pouco pior,2
936,Norte,Amapá,Masculino,16 e 17 anos,Parda,Católica,Médio,2,2,Pouco pior,1
937,Nordeste,Piauí,Masculino,35 a 44 anos,Parda,Católica,Superior,1,3,Pouco melhor,1
938,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Evangélica,Superior,4,2,Pouco pior,2
939,Sudeste,Minas Gerais,Masculino,35 a 44 anos,Parda,Católica,Médio,3,4,Pouco melhor,1
940,Nordeste,Paraíba,Masculino,45 a 59 anos,Parda,Católica,Superior,4,3,Pouco pior,Não votou
941,Sudeste,São Paulo,Masculino,25 a 34 anos,Branca,Católica,Superior,4,4,Pouco melhor,1
942,Sudeste,Minas Gerais,Feminino,35 a 44 anos,Branca,Católica,Médio,3,3,Pouco pior,2
943,Sudeste,São Paulo,Masculino,18 a 24 anos,Preta,Evangélica,Médio,4,4,Muito pior,3
944,Norte,Amazonas,Masculino,60 anos ou mais,Parda,Católica,Fundamental,3,4,Pouco melhor,1
945,Sudeste,São Paulo,Feminino,45 a 59 anos,Preta,Católica,Médio,3,3,Muito pior,3
946,Norte,Amazonas,Feminino,35 a 44 anos,Parda,Evangélica,Médio,2,3,Muito melhor,1
947,Nordeste,Ceará,Feminino,60 anos ou mais,Parda,Católica,Fundamental,3,4,Muito pior,2
948,Nordeste,Rio Grande Do Norte,Feminino,45 a 59 anos,Parda,Católica,Médio,2,2,Muito pior,2
949,Nordeste,Piauí,Feminino,45 a 59 anos,Parda,Católica,Médio,3,3,Pouco melhor,1
950,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Outras,"Espírita Kardecista, Espiritualista",Fundamental,3,3,Muito melhor,Não votou
951,Centro-Oeste,Mato Grosso,Masculino,45 a 59 anos,Parda,Católica,Médio,3,3,Muito pior,2
952,Sudeste,São Paulo,Masculino,60 anos ou mais,Parda,Católica,Fundamental,3,3,Muito pior,2
953,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,1,Muito pior,2
954,Sudeste,São Paulo,Feminino,18 a 24 anos,Parda,Não Tem Religião,Médio,3,3,Muito pior,2
955,Nordeste,Piauí,Feminino,45 a 59 anos,Outras,"Espírita Kardecista, Espiritualista",Superior,1,3,Muito melhor,Não votou
956,Nordeste,Bahia,Feminino,45 a 59 anos,Parda,Não Tem Religião,Médio,4,2,Muito pior,2
957,Nordeste,Ceará,Feminino,45 a 59 anos,Parda,Católica,Fundamental,1,4,Igual,2
958,Norte,Acre,Feminino,25 a 34 anos,Parda,Não Sabe,Superior,3,3,Muito pior,5
959,Sudeste,Rio De Janeiro,Masculino,25 a 34 anos,Parda,Católica,Médio,1,1,Muito melhor,1
960,Sudeste,São Paulo,Feminino,60 anos ou mais,Parda,Católica,Fundamental,2,4,Igual,Não votou
961,Nordeste,Paraíba,Feminino,35 a 44 anos,Preta,Evangélica,Fundamental,1,3,Pouco melhor,2
962,Sul,Santa Catarina,Feminino,35 a 44 anos,Parda,Não Tem Religião,Fundamental,3,3,Muito pior,2
963,Centro-Oeste,Distrito Federal,Feminino,45 a 59 anos,Branca,Evangélica,Fundamental,3,3,Igual,Não votou
964,Sudeste,São Paulo,Masculino,60 anos ou mais,Branca,Católica,Fundamental,3,3,Pouco pior,1
965,Nordeste,Alagoas,Masculino,60 anos ou mais,Parda,"Espírita Kardecista, Espiritualista",Fundamental,3,3,Igual,Não votou
966,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Evangélica,Superior,1,3,Muito melhor,1
967,Sudeste,Rio De Janeiro,Masculino,45 a 59 anos,Parda,Evangélica,Fundamental,1,1,Igual,1
968,Sul,Santa Catarina,Feminino,60 anos ou mais,Branca,Católica,Superior,2,4,Pouco melhor,1
969,Nordeste,Piauí,Masculino,45 a 59 anos,Outras,Evangélica,Fundamental,1,2,Pouco pior,2
970,Sudeste,São Paulo,Feminino,45 a 59 anos,Branca,Católica,Fundamental,3,3,Pouco melhor,2
971,Nordeste,Pernambuco,Masculino,25 a 34 anos,Preta,Não Tem Religião,Médio,4,4,Muito pior,2
972,Norte,Rondônia,Masculino,35 a 44 anos,Parda,Evangélica,Médio,1,4,Muito melhor,1
973,Sudeste,São Paulo,Masculino,18 a 24 anos,Branca,Católica,Superior,1,4,Pouco melhor,1
974,Sudeste,Minas Gerais,Feminino,18 a 24 anos,Parda,Católica,Superior,2,1,Pouco melhor,1
975,Sudeste,São Paulo,Feminino,45 a 59 anos,Parda,Evangélica,Fundamental,3,3,Pouco melhor,1
976,Sudeste,Minas Gerais,Feminino,60 anos ou mais,Parda,"Espírita Kardecista, Espiritualista",Fundamental,3,3,Pouco melhor,1
977,Sul,Rio Grande Do Sul,Feminino,18 a 24 anos,Preta,Católica,Médio,1,2,Igual,2
978,Nordeste,Maranhão,Masculino,35 a 44 anos,Branca,Católica,Fundamental,2,2,Igual,2
979,Nordeste,Bahia,Feminino,25 a 34 anos,Parda,Católica,Superior,1,1,Muito pior,2
980,Nordeste,Ceará,Feminino,45 a 59 anos,Preta,Evangélica,Fundamental,3,3,Pouco melhor,2
981,Sudeste,Minas Gerais,Feminino,45 a 59 anos,Preta,Evangélica,Fundamental,4,4,Pouco pior,2
982,Nordeste,Rio Grande Do Norte,Masculino,45 a 59 anos,Branca,Católica,Fundamental,3,3,Igual,1
983,Sul,Paraná,Masculino,35 a 44 anos,Branca,Católica,Médio,2,4,Pouco melhor,1
984,Sul,Santa Catarina,Masculino,45 a 59 anos,Parda,Católica,Superior,3,1,Pouco pior,2
985,Nordeste,Piauí,Masculino,60 anos ou mais,Branca,Católica,Médio,3,4,Muito pior,2
986,Norte,Pará,Masculino,60 anos ou mais,Parda,Católica,Fundamental,2,2,Pouco pior,2
